"","GARCH_MIDAS","RV"
"1",1.80543793761419,0.779720818934185
"2",1.73009514228298,0.638070719453505
"3",1.4247068862648,1.19778898517415
"4",1.48467810296792,2.76798103721353
"5",1.50974647225213,2.25280716252326
"6",1.4252778247598,1.12740632233401
"7",1.32437470735109,0.937877986306596
"8",1.25842437898606,1.19938908253118
"9",1.23053327774963,0.543541779931973
"10",1.19847073768816,0.814107578804294
"11",1.17460818867331,0.468995347295252
"12",1.18052217889512,0.970861425066113
"13",1.21987402362887,1.56265799742966
"14",1.19485900267071,0.962219919522065
"15",1.17938770275504,0.975473454894546
"16",1.18912509794163,0.519160681422312
"17",1.17359478631634,1.27311505635714
"18",1.06992993000971,0.981899320622992
"19",1.07256615521699,1.17641626284974
"20",1.08434781704621,0.953633649074889
"21",1.20266415445318,2.60989756860436
"22",1.65318846017425,2.09490825249814
"23",1.64894187420096,1.01825406877189
"24",1.54978239792275,1.2530405566838
"25",1.55749589702836,6.5041190592674
"26",9.86091144825448,7.76813130909466
"27",9.53817254090286,17.015740703196
"28",9.88248155652858,15.6540713850449
"29",14.6850551629542,11.7891572250259
"30",15.0118825775607,6.42474822026926
"31",12.0771209610373,7.71406398513677
"32",13.0016041579337,4.73185594175811
"33",6.01620107767042,4.4738290918091
"34",4.8348947971365,4.27199467598043
"35",4.10697787842636,2.36390981771843
"36",3.39165019024808,2.97671397973612
"37",3.12619305968523,3.75788532270543
"38",2.8698416548244,1.98323413094135
"39",2.47559464725276,3.07493394421669
"40",3.76833861476012,6.39705473676886
"41",4.42177419615882,2.16067949391201
"42",3.27393732122369,3.82997646372243
"43",3.08499634722514,2.21816445418799
"44",2.81711872279846,2.38291868787604
"45",4.54229854623923,1.91653041015691
"46",3.80840730118054,1.72618476255117
"47",3.91568713201496,1.79314368176171
"48",3.61975829811289,1.21131071271443
"49",1.56291100506396,1.63994301978983
"50",3.15262367962066,0.733808049890916
"51",1.34443782997693,1.6232037155752
"52",1.47929927811398,4.04828130136428
"53",1.87073359260081,3.87967250982546
"54",2.57866583354776,2.01661621098952
"55",2.50030334226372,3.28849198305007
"56",2.14279030949917,2.16045146787436
"57",2.49116363771291,3.08722865886747
"58",1.82025912378542,1.8752718896584
"59",2.36662030577199,1.83599440668165
"60",1.95472077824483,4.40671604846777
"61",3.50324310419419,3.61699570396191
"62",4.30225219699492,2.18791213790163
"63",3.48788581841133,1.88265503160997
"64",2.742916893459,1.72299588982075
"65",2.64572240965727,1.50939283554631
"66",2.73573597831337,0.885732638223083
"67",1.91298215515922,1.52440896798264
"68",1.74803664551878,0.571355122217477
"69",1.57979048949347,1.11079760177925
"70",1.46485839104103,2.34606161373473
"71",2.11361732782437,1.07144670654931
"72",2.07775156812108,1.63213641111205
"73",2.00940330274814,3.41548322968804
"74",2.31091634947639,2.40160350456288
"75",2.69526730067846,0.897537624221802
"76",2.26111299745896,0.484355672733834
"77",2.28489922043828,2.87426361196086
"78",2.31125970295921,3.67003777749527
"79",2.11438967439164,1.92499420417318
"80",1.89207030762949,1.65561136226238
"81",2.56479770297886,2.09075164081463
"82",1.6033853237262,1.27291892846531
"83",2.1435520144447,1.68965393765438
"84",1.53677184843902,1.27412942518004
"85",1.44177585101414,1.9091095138306
"86",1.36299208495754,1.00746926793892
"87",1.307701138587,1.3154010428245
"88",1.2902416041394,3.19649734462986
"89",1.54062903854013,1.41112234428358
"90",1.58022872253346,1.03565558548706
"91",1.47841761131651,0.963877049757618
"92",1.35460409200869,0.541577441713637
"93",1.28363634404226,1.45356364613095
"94",1.70192126976525,1.62876112916686
"95",1.82418567830143,0.949426955820334
"96",1.61540194178672,1.46641397090796
"97",1.45108145027197,0.967365165451725
"98",1.48933147404122,2.56064414303134
"99",1.49928727576214,0.866083468931277
"100",1.41493287642,1.14175798014324
"101",1.31446151491247,0.481610664196867
"102",1.27851074513987,1.55296218920537
"103",1.30800220282539,1.37919320983241
"104",1.32529554706332,0.534384251099297
"105",1.29935726538123,0.973251851844688
"106",1.66684102711552,1.39918005437901
"107",1.73510316434411,2.30487219864661
"108",1.5746707544167,2.6600608888226
"109",1.93194507222989,1.92142757229143
"110",1.91457717421312,2.00979564853614
"111",1.70742156848608,0.943858785018778
"112",1.55727097918393,1.22824421544016
"113",1.3484364129548,0.946084340829439
"114",1.68123438202826,1.15495751008504
"115",1.47758279180531,0.591994626692315
"116",1.23602098726193,2.33805130936031
"117",1.74366057942345,3.0827790164511
"118",2.01973853535726,2.66052246553719
"119",2.03659561035752,2.42382638319573
"120",2.14165613328886,2.41410949267797
"121",2.08180056059649,1.4413999091304
"122",1.80228802576972,2.10160102465416
"123",1.96209055774406,1.73095497424976
"124",1.90351841614885,3.04480641287509
"125",3.73577670627062,2.77077319022078
"126",3.80686929653358,3.34815852597633
"127",3.05136444881371,3.150376958729
"128",2.72542607455041,2.7749138147236
"129",2.57292231142232,3.40478802087124
"130",2.26392401327236,2.61066534315763
"131",2.01517407754603,4.22254514863341
"132",2.45420050948079,3.57669764066033
"133",2.70105918000007,2.25255982769129
"134",2.25046447530405,2.23480300370847
"135",1.91376950550634,1.85711910013929
"136",1.84921026167551,2.39630138309051
"137",2.15568053828767,3.55880492566633
"138",2.63467571449795,5.3059849275555
"139",3.01078916017303,4.76578952528291
"140",2.78710781417736,4.35887826252396
"141",2.67403467921532,4.63559544811504
"142",2.95945678548162,3.84443466404653
"143",3.00851137129747,2.64810296181805
"144",2.53798289149788,4.08698226214259
"145",3.61839521589687,5.37108671161186
"146",4.89619774824601,3.97848772789759
"147",4.77916620845224,2.47196710495208
"148",3.99126008727528,1.53801996455413
"149",3.32453454008801,2.47260861840969
"150",2.73757717526045,3.21257035967211
"151",2.33076836197996,3.38774706479119
"152",2.17158161932764,1.72255900038091
"153",1.84083670978515,2.75487370745814
"154",1.76142489137903,1.56746782687919
"155",1.72716368989232,4.30302676887452
"156",2.87178498895659,1.88354313952468
"157",3.40106427374299,2.49054777342227
"158",3.16520082127499,4.75117220474216
"159",3.75851725423495,2.91043978129869
"160",4.43469395741537,3.43289742887356
"161",4.39560729493865,4.97739064922189
"162",3.78953848339877,3.66167131215084
"163",3.18617042424458,3.83472894247499
"164",2.91522273198163,3.29233525742505
"165",2.5627023286513,3.1783724547659
"166",2.94846358303377,5.96578372885861
"167",3.57410989942169,1.60188155596064
"168",3.28331564106419,1.5229648964344
"169",2.2246116238088,3.4291805636794
"170",1.92056403883801,2.5503643300723
"171",2.57878631327559,3.24501607499183
"172",2.87198904209047,2.33860217080622
"173",2.5644873883889,2.16528981441182
